"","Statute","Type","Degree","Desc"
"3771","817.60(2)","M","1","CREDIT CARD/LOST, MISLAID"
"3772","817.60(3)","M","1","CREDIT CARD/PURCHASE OR SALE"
"3773","817.60(4)","M","1","CREDIT CARD/USE AS SECURITY FOR DEBT"
"3774","817.60(5)","F","3","CREDIT CARD/DEALING IN ANOTHERS"
"3775","817.60(6)(A)","F","3","CREDIT CARD/FORGERY/INTENT TO DEFRAUD"
"3776","817.60(6)(A)","M","1","CREDIT CARD/FORGERY/INTENT TO DEFRAUD/CONSPIRACY"
"3777","817.60(7)","M","1","CREDIT CARD/SIGNING OF ANOTHER'S"
"3778","817.60(8)","F","3","UNLAWFUL POSSESS OF A STOLEN CREDIT OR DEBIT CARD"
"3779","817.61","M","1","CREDIT CARD/FRAUDULENT USE/100>/ATTEMPT"
"3780","817.61","M","1","CREDIT CARD/FRAUDULENT USE OF/ $100 OR + /CONSPIRE"
"3781","817.61","M","2","CREDIT CARD/FRAUDULENT USE OF / < $100/CONSPIRE"
"3782","817.61","F","3","CREDIT CARD/FRAUDULENT USE OF/ $100 OR MORE"
"3783","817.61","M","1","CREDIT CARD/FRAUDULENT USE OF /LESS THAN $100"
"3784","817.61","F","3","CREDIT CARD/FRAUDULENT USE OF/ $100 OR +/PRINCIPAL"
"3785","817.611","F","2","CREDIT CARD/TRAFFICK IN COUNTERFEIT"
"3786","817.611","F","3","CREDIT CARD/TRAFFICK IN COUNTERFEIT/CONSPIRACY"
"3787","817.611(2)(A)","F","3","CREDIT CARD/TRAF COUNTERFEIT/5-14/CON"
"3788","817.611(2)(A)","F","2","CREDIT CARD/TRAF COUNTERFEIT/5-14"
"3789","817.611(2)(B)","F","3","CREDIT CARD/TRAF COUNTERFEIT/15-49/CON"
"3790","817.611(2)(B)","F","2","CREDIT CARD/TRAF COUNTERFEIT/15-49"
"3791","817.611(2)(C)","F","1","CREDIT CARD/TRAFFIC COUNTERFEIT/50+"
"3792","817.611(2)(C)","F","2","CREDIT CARD/TRAF COUNTERFEIT/50+/CON"
"3793","817.612","M","1","CREDIT CARD/USE EXPIRED, REVOKED/INTEMT TO DEFRAUD"
"3794","817.62(1)","F","3","CREDIT CARD/ILLEGALLY OBTAINED/ $300 OR MORE"
"3795","817.62(1)","M","1","CREDIT CARD/ILLEGALLY OBTAINED /LESS THAN $300"
"3796","817.62(2)","F","3","CREDIT CARD/MISREPRESENTATION TO ISSUER"
"3797","817.62(3)(A)","F","3","CREDIT CARD/ILLEGALLY FACTORING TRANSACTION"
"3798","817.62(3)(B)","F","3","CREDIT CARD/ILLEGALLY FACTORING TRANSACTION"
"3799","817.625(2)(A)","F","3","SCANNING DEVICE/REENCODER/UNLAWFUL USE/ATTEMPT"
"3800","817.625(2)(A)","F","3","SCANNING DEVICE/REENCODER/UNLAWFUL USE"
"3801","817.625(2)(A)","F","3","SCANNING DEVICE/REENCODER/UNLAWFUL USE/CONSPIRACY"
"3802","817.625(2)(C)","F","3","SKIMMING DEVICE/POSSESS/SELL/DELIVER"
"3803","817.631","F","3","CREDIT CARD/EQUIPMENT TO MAKE/POSSESS, SELL, ETC."
"3804","817.64","M","1","CREDIT CARD/RECEIPT OF MONEY ETC BY FRAUDULENT USE"
"3805","817.645","M","1","CREDIT CARD/ALTERATION OF INVOICE"
"3806","817.646","M","2","CREDIT CARD/SELL/DISTRIBUTE LIST SUBSCRIBERS/ATTMP"
"3807","817.646","M","1","CREDIT CARD/SELL, DISTRIBUTE LIST OF SUBSCRIBERS"
"3808","817.7005(1)","F","3","CREDIT SERVICE/CHARGE, RECEIVE MONEY"
"3809","817.705","F","3","CREDIT SERVICE/WAIVER"
"3810","818.01","M","1","PERSONAL PROPERTY/DISPOSING OF UNDER LIEN"
"3811","818.02","M","2","MORTGAGE/NOTIFY OF PRIOR WHEN EXECUTING SUBSEQUENT"
"3812","818.03","M","1","PROPERTY UNDER LIEN/REMOVE BEYOND LIMITS OF COUNTY"
"3813","818.04","M","1","COLLATERAL/SECURITY/SELL BEFORE DEBT DUE"
"3814","818.05","M","2","PROPERTY/SALE OF UNDER CONTRACT"
"3815","823.01","M","2","NUISANCES"
"3816","823.02","M","2","BUILDING BONFIRES WITHIN 10 RODS OF A BUILDING"
"3817","823.04","F","3","ANIMAL/DISEASED/BRING INTO STATE"
"3818","823.041","M","2","ANIMAL/DISPOSAL OF DEAD/REGULATION VIOLATION"
"3819","823.06","F","3","DOORS/PUBLIC BUILDING/OPEN OUTWARD"
"3820","823.07","F","3","AIRTIGHT CONTAINER/ABANDON/DEATH OR INJURY"
"3821","823.07","M","2","AIRTIGHT CONTAINER/ABANDON, DISCARD"
"3822","823.09","F","3","AIRTIGHT CONTAINER/ABANDON/DEATH OR INJURY"
"3823","823.09","M","2","AIRTIGHT CONTAINER/ABANDON, DISCARD"
"3824","823.10","F","3","PUBLIC NUISANCE/WILLFULLY KEEP/MAINTAIN"
"3825","823.11","M","1","VESSELS/ABANDONED OR DERELICT"
"3826","823.11(2)","M","1","ABANDONING DERELICT VESSEL"
"3827","823.12","M","2","SMOKING IN ELEVATOR"
"3828","823.15(2)(B)","N","0","FAILURE TO STERILIZE CAT/DOG"
"3829","825.102(1)","F","3","ABUSE/ELDERLY/DISABLED ADULT/PHYSICAL/PSYCHO"
"3830","825.102(2)","F","1","ABUSE/AGGRAVATED/ELDERLY/DISABLED ADULT"
"3831","825.102(3)(B)","F","2","NEGLECT/ELDERLY/DISABLED ADULT/BODILY HARM/DISFIG"
"3832","825.102(3)(C)","F","3","NEGLECT/ELDERLY/DISABLED ADULT/NO HARM"
"3833","825.1025(2)(A)","F","2","LEWD AND LASCIVIOUS BATTERY/ELDERLY/DISABLED ADULT"
"3834","825.1025(2)(B)","F","2","LEWD/LASCIVIOUS BATTERY/ELDERLY/DISABLED ADULT"
"3835","825.1025(3)(B)","F","3","LEWD/LASC MOLESTATION/ELDERLY/DISAB ADULT/ATTEMPT"
"3836","825.1025(3)(B)","F","3","LEWD&LASCIVIOUS MOLESTATION/ELDERLY/DISAB ADULT"
"3837","825.1025(4)(B)","F","3","LEWD/LASCIVIOUS EXHIBITION/ELDERLY/DISAB ADULT"
"3838","825.103(2)(A)","F","1","EXPLOITATION OF ELDERLY/DIS/100K+/10/1/14"
"3839","825.103(2)(B)","F","2","EXPLOITATION OR ELDERLY OR DISABLED/CON/10/1/14"
"3840","825.103(2)(B)","F","2","EXPLOITATION OF ELDERLY/DIS/$20K +/-$100K/10/1/14"
"3841","825.103(3)(A)","F","1","EXPLOITATION OF ELDERLY/DIS/50K+"
"3842","825.103(3)(B)","F","2","EXPLOITATION OF ELDERLY/DIS/$10K +/-$50K"
"3843","825.103(3)(C)","F","3","EXPLOITATION OF ELDERLY/DISABLED/LESS THAN 10K"
"3844","825.1036(4)(A)","M","1","VIOLATION INJUNCTION FOR PROTECT AGAINST/VUNER"
"3845","825.1036(4)(B)","F","3","VIOLATION INJUNCTION PROTECT AGAINST/VUNER/SUB"
"3846","826.01","M","1","BIGAMY/ATTEMPT"
"3847","826.01","F","3","BIGAMY"
"3848","826.03","F","3","MARRY ANOTHER'S HUSBAND, WIFE/KNOWINGLY"
"3849","826.04","F","3","INCEST"
"3850","827.10(2)","F","3","UNLAWFUL DESERTION OF A CHILD"
"3851","827.03(1)","F","2","CHILD ABUSE/AGGRAVATED/GREAT BOD HARM/TOR/90"
"3852","827.03(2)(A)","F","L","CHILD ABUSE/AGG/GREAT BOD HARM/TORT/PREJUDICE"
"3853","827.03(2)(A)","F","1","CHILD ABUSE/AGGRAV/GREAT BOD HARM/TORTURE"
"3854","827.03(2)(A)","F","L","CHILD ABUSE/AGGRAV/GREAT BOD HARM/TORTURE/DW"
"3855","827.03(2)(B)","F","2","CHILD NEGLECT GREAT BOD HARM"
"3856","827.03(2)(C)","F","3","CHILD ABUSE/NO GREAT BODILY HARM"
"3857","827.03(2)(D)","F","3","CHILD NEGLECT NO GREAT BOD HARM"
"3858","827.04(1)","M","1","CONTRIBUTING TO DELINQUENCY/DEPENDENCY OF A CHILD"
"3859","827.04(3)","F","3","CHILD ABUSE/IMPREGNATING MINOR FEMALE"
"3860","827.06","M","1","CHILD, SPOUSE/PERSISTENT NONSUPPORT OF"
"3861","827.06(3)","F","3","CHILD SUPPORT/4TH CONVICTION"
"3862","827.071(2)","F","1","SEXUAL PERFORMANCE/USE A CHILD IN A"
"3863","827.071(2)","F","2","SEXUAL PERFORMANCE/USE A CHILD IN A"
"3864","827.071(3)","F","3","SEXUAL PERFORMANCE BY A CHILD/PROMOTE/ATTEMPT"
"3865","827.071(3)","F","1","SEXUAL PERFORMANCE BY A CHILD/PROMOTING"
"3866","827.071(3)","F","2","SEXUAL PERFORMANCE BY A CHILD/PROMOTE"
"3867","827.071(4)","F","1","SEXUAL PERFORMANCE BY CHILD/POSSESSION WITH INTENT"
"3868","827.071(4)","F","2","SEXUAL PERFORMANCE BY CHILD/POSSESSION WITH INTENT"
"3869","827.071(5)","F","3","SEXUAL PERFORMANCE BY A CHILD/ATTEMPT"
"3870","827.071(5)","F","2","SEXUAL PERFORMANCE BY A CHILD/POSSESSION"
"3871","827.071(5)","F","3","SEXUAL PERFORMANCE BY A CHILD/POSSESSION"
"3872","827.08","F","3","CHILD SUPPORT/MISUSE MONEY/SUBSEQUENT OFFENSE"
"3873","827.08","M","1","CHILD SUPPORT/MISUSE MONEY"
"3874","828.058","M","1","ANIMALS/EUTHANASIA OF"
"3875","828.08","M","1","ANIMAL/EXPOSING TO POISON"
"3876","828.12(1)","M","1","ANIMALS/CRUELTY TO"
"3877","828.12(2)","F","3","ANIMAL/CRUELTY TO WITH INTENT TO INJURE, KILL/CON"
"3878","828.12(2)","F","3","ANIMAL/CRUELTY TO WITH INTENT TO INJURE, KILL"
"3879","828.12(2)","F","2","ANIMAL/CRUELTY W/ INTENT INJURE/KILL/DEADLY WEAPON"
"3880","828.12(2)","F","3","ANIMAL/CRUELTY TO WITH INTENT /INJURE/KILL/2ND/SUB"
"3881","828.122(3)(A)","F","3","ANIMAL/FIGHT/BAIT/BREED/TRAIN/SELL/OWN/POSSESS"
"3882","828.122(3)(B)","F","3","ANIMAL/FIGHT/OWN/POSSESS/SELL EQUIPMENT"
"3883","828.122(3)(C)","F","3","ANIMAL/FIGHT/OWN/LEASE/MANAGE/PROPERTY FOR USE OR"
"3884","828.122(3)(D)","F","3","ANIMAL/FIGHT/PROMOTE/STAGE/ADVERTISE"
"3885","828.122(3)(E)","F","3","ANIMAL/FIGHT/REFEREE/HANDLE/TRANSPORT"
"3886","828.122(3)(G)","F","3","ANIMAL/FIGHT/BETTING/WAGERING"
"3887","828.122(3)(H)","F","3","ANIMAL/FIGHT/BAIT/ATTEND"
"3888","828.123(1)","F","3","DOG/CAT/KILL/POSSESS/SELL/IMPORT/FOR PELT"
"3889","828.123(2)","M","1","DOG/CAT PELT/POSSES/IMPORT/SELL/W/INTENT TO SELL"
"3890","828.123(3)","F","3","DOG/CAT/BUY/SELL W/INTENT TO KILL FOR PELT"
"3891","828.123(4)","F","3","DOG/CAT/DEAL/BUY PELTS OR FURS"
"3892","828.1231","M","1","DOG/CAT/CLOTHING WITH FUR/SELL"
"3893","828.125(1)","F","2","BREED HORSES, CATTLE/KILL, MAIM, GREAT BODILY HARM"
"3894","828.125(2)","F","2","BREED HORSES, CATTLE/KILL, MAIM/ATTEMPT"
"3895","828.125(3)","F","3","BREED HORSES, CATTLE/KILL, MAIM/THREATEN"
"3896","828.126(3)","M","1","SEXUAL ACTIVITIES INVOLVING ANIMALS"
"3897","828.13(2)","M","1","ANIMAL/CONFINE WITHOUT FOOD, WATER OR EXERCISE"
"3898","828.13(3)","M","1","ANIMAL/ABANDON WITHOUT FOOD AND SHELTER"
"3899","828.14","M","2","ANIMAL/WATER AND FOOD FOR ON TRAINS, VESSELS"
"3900","828.16","M","2","ANIMAL/SALE OF DISEASED"
"3901","828.161","M","2","ANIMAL/ARTIFICAL COLORING OF PROHIBITED"
"3902","828.24","M","2","ANIMAL CRUELTY/PROHIBITED ACTS"
"3903","828.25","M","2","HUMANE SLAUGHTER VIOLATION"
"3904","828.27","N","0","ANIMAL CONTROL ORDINANCE VIOLATION"
"3905","828.27(4)","M","2","ANIMAL ORDINANCE/REFUSE TO SIGN CITATION"
"3906","828.27(6)","L","0","ANIMAL VIOLATION/3RD> VIOLATIONS"
"3907","828.29(1)","M","1","DOGS & CATS/HEALTH REQUIREMENTS/SALE"
"3908","828.29(12)","M","1","PET SALE/NO WRITTEN NOTICE"
"3909","828.29(16)","M","1","PET DEALER/MISREPRESENT BREED/SEX/HEALTH"
"3910","828.29(3)","M","1","DOGS & CATS/SALE/VET CERTIFICATE"
"3911","828.29(4)","M","1","DOGS & CATS/SELLING UNDERAGE"
"3912","828.29(5)","M","1","ANIMAL UNFIT FOR SALE/FAILURE TO REFUND"
"3913","828.42(1)","F","3","ANIMAL ENTERPRISE DISRUPTION"
"3914","831.01","F","3","FORGERY"
"3915","831.01","F","3","FORGERY/PRINCIPAL"
"3916","831.01","M","1","FORGERY/SOLICITATION TO COMMIT"
"3917","831.01","F","3","FORGERY/CREDIT CARD"
"3918","831.01","F","3","FORGERY/CHECK"
"3919","831.02","M","1","UTTERING FORGED INSTRUMENT/CHECK/ATTEMPT"
"3920","831.02","F","3","UTTERING FORGED INSTRUMENTS"
"3921","831.02","F","3","UTTERING FORGED INSTRUMENTS/PRINCIPAL"
"3922","831.02","F","3","UTTERING FORGED INSTRUMENT/CREDIT CARD"
"3923","831.02","F","3","UTTERING FORGED INSTRUMENT/CHECK"
"3924","831.03","M","1","FORGING OR COUNTERFEITING PRIVATE LABELS"
"3925","831.03(1)(A)","F","3","FORGING OR COUNTERFEITING PRIVATE LABELS"
"3926","831.032(2)","F","2","COUNTERFEIT LABELS/SALE/PURCHASE/POSSESS/$20K OR >"
"3927","831.032(2)","F","3","COUNTERFEIT/LABELS/SALE/PURCHASE/POSSESS>$2500<20K"
"3928","831.032(2)","M","1","FORGING/COUNTERFEITING LABELS"
"3929","831.032(3)(A)","M","1","COUNTERFEITING GOODS/SERVICE MARKS"
"3930","831.032(3)(A)1","F","3","COUNTERFEITING GOODS/SERVICES/100 <1K/$2500 <$20K"
"3931","831.032(3)(A)2","F","2","CNTRFTING/GOODS/SERV/1K OR MORE ITEMS/$20K OR MORE"
"3932","831.04","F","3","FORGE LEGAL DOCUMENT"
"3933","831.07","F","3","FORGE BANK BILLS OR PROMISSORY NOTES"
"3934","831.08","F","3","FORGED, COUNTERFEIT NOTES/POSSESSION"
"3935","831.09","M","1","UTTERING FORGED BILLS/ATTEMPT"
"3936","831.09","F","3","UTTERING FORGED BILLS"
"3937","831.11","F","3","FORGED BANK BILLS/BRING INTO STATE"
"3938","831.13","F","3","UNCURRENT BILLS/POSSESSION"
"3939","831.14","F","3","UTTERING UNCURRENT BILLS"
"3940","831.15","F","3","COUNTERFEIT COINS/POSN/10 OR MORE W/INT TO UTTER"
"3941","831.16","F","2","COUNTERFEIT COINS/POSN/LESS THAN 10 W/INT TO UTTER"
"3942","831.18","F","2","FORGED BILLS/MAKING INSTRUMENTS FOR"
"3943","831.19","F","2","COUNTERFEITED COIN/MAKING INTRUMENTS FOR"
"3944","831.21","F","3","FORGING OR COUNTERFEITING DOCTOR'S CERTIFICATE"
"3945","831.22","M","1","BANK BILLS/DAMAGE"
"3946","831.23","M","1","IMPEDING CIRCULATION OF BILLS, NOTES"
"3947","831.24","M","2","ISSUING SHOP BILLS SIMILAR TO BANK BILLS"
"3948","831.25","M","2","PRIVATE BILL/BRING SIMILAR TO BANK BILL INTO STATE"
"3949","831.26","M","2","CIRCULATE SUBSTITUTE FOR REGULAR CURRENCY"
"3950","831.27","M","2","ISSUING NOTES"
"3951","831.28(2)(A)","F","3","COUNTERFEIT/POSSESS COUNTERFEIT/PAYMENT INSTRUMENT"
"3952","831.29","F","2","COUNTERFEIT DRIVERS LICENSE/POSN OF EQUIPMENT"
"3953","831.30","M","1","MEDICINAL DRUGS/FRAUD IN OBTAINING/2ND CONVICTION"
"3954","831.30","M","2","MEDICINAL DRUGS/FRAUD IN OBTAINING"
"3955","831.31(1)(A)","F","3","CONTROLLED SUBSTANCE/COUNTERFEIT"
"3956","831.31(1)(B)","M","2","CONTROLLED SUBSTANCE/COUNTERFEIT"
"3957","831.311(1)","F","3","CONTR SUBS/PRESCRIPT BLANKS/CNTFT RESIS/UNLAW ACTS"
"3958","832.04","M","1","WORTHLESS CHECK/STOP PAYMENT/FARM/$150 OR MORE"
"3959","832.04","M","2","WORTHLESS CHECK/STOP PAYMENT/FARM/ LESS THAN $150"
"3960","832.041","F","3","WORTHLESS CHECK/STOP PAYMENT/$150 OR MORE"
"3961","832.041","M","2","WORTHLESS CHECK/STOP PAYMENT/ LESS THAN $150"
"3962","832.05(2)","M","1","WORTHLESS CHECK/ISSUE/$150>/ATTEMPT"
"3963","832.05(2)","F","3","WORTHLESS CHECK/ISSUE/$150 OR MORE"
"3964","832.05(2)","M","1","WORTHLESS CHECK"
"3965","832.05(3)","F","3","WORTHLESS CHECK/CASH, DEPOSIT W/INTENT/PRINCIPAL"
"3966","832.05(3)(A)","F","3","WORTHLESS CHECK/CASH, DEPOST W/INTENT TO DEFRAUD"
"3967","832.05(4)","F","3","WORTHLESS CHECK/OBTAIN PROPERTY/$150 OR MORE"
"3968","832.05(4)","M","1","WORTHLESS CHECK/OBTAIN PROPERTY/ LESS THAN $150"
"3969","832.05(4)(B)","F","3","DEBIT CARD/UNLAWFUL USE"
"3970","832.05(4)(B)","M","1","DEBIT CARD/UNLAWFUL USE"
"3971","832.062","F","3","WORTHLESS CHECK/PAY TAXES/$150 OR MORE"
"3972","832.062","M","2","WORTHLESS CHECK/PAY TAXES/ LESS THAN $150"
"3973","832.075","N","0","CREDIT CARD/REQUIRED FOR CASHING CHECK PROHIBITED"
"3974","836.01","M","1","LIBEL"
"3975","836.02","M","1","PUBLISH NAME/PERSON ACCUSED OF IMMORAL ACT"
"3976","836.03","M","1","PUBLISH NAME/PERSON ACCUSED OF IMMORAL ACT/OWNER"
"3977","836.04","M","1","DEFAMATION OF A WOMAN"
"3978","836.05","F","3","THREATS/EXTORTION/ATTEMPT"
"3979","836.05","F","3","EXTORTION/THREATS/CONSPIRACY"
"3980","836.05","F","1","THREATS/EXTORTION/PREJUDICE"
"3981","836.05","F","1","THREATS/EXTORTION/WHILE ARMED"
"3982","836.05","F","2","THREATS/EXTORTION"
"3983","836.06","M","1","DEROGATORY STATEMENT/MAKE CONCERNING BANK"
"3984","836.09","M","2","LIBELOUS MATTER/COMMUNICATE TO NEWSPAPER"
"3985","836.10","F","3","WRITTEN THREATS TO KILL OR BODILY INJURY/ATTEMPT"
"3986","836.10","F","1","WRITTEN THREATS TO KILL/DO BODILY HARM/W/PREJUDICE"
"3987","836.10","F","2","WRITTEN THREATS TO KILL/BODILY INJURY/3/9/18"
"3988","836.10(1)","F","2","WRITTEN THREATS TO KILL OR DO BODILY INJURY"
"3989","836.11","M","1","PROHIBITED PUBLICATION REGULATION VIOLATION"
"3990","836.12(2)","M","1","THREATEN LAW ENFORCEMENT OFFICER/ASA/FIRE/JUD"
"3991","836.12(3)","F","3","THREAT LAW ENFORCEMENT OFF/ASA/FIRE/JUD/2ND/SUB"
"3992","837.012","M","1","PERJURY/IN UNOFFICIAL PROCEEDING"
"3993","837.02","F","3","PERJURY/OFFICIAL PROCEEDINGS/CONSPIRACY"
"3994","837.02","F","3","PERJURY/IN AN OFFICIAL PROCEEDING"
"3995","837.02","F","3","PERJURY/SOLICITATION"
"3996","837.02(1)","F","3","PERJURY/OFFICIAL PROCEEDING/SOLICITATION"
"3997","837.02(2)","F","2","PERJURY/IN OFFICIAL PROCEEDING/RELATED CAPITAL FEL"
"3998","837.02(2)","F","2","PERJURY/OFFICIAL PROCEEDING/SOLICITATION"
"3999","837.02(2)","F","3","PERJURY/OFFICIAL PROCEEDING/CAPITAL OFFENSE/SOLIC"
"4000","837.021","F","3","PERJURY/BY CONTRADICTORY STATEMENTS"
"4001","837.021(2)","F","2","PERJURY/CONTRADICTORY STATEMENT/CAPITAL FELONY"
"4002","837.05","M","1","FALSE REPORT OF CRIME TO LAW ENFORCEMENT AUTHORITY"
"4003","837.05(1)(A)","M","1","FALSE REPORT OF CRIME TO LAW ENFORCEMENT AUTHORITY"
"4004","837.05(1)(B)","F","3","FALSE REPORT OF CRIME TO LAW ENFORCEMENT AUTH/SUB"
"4005","837.05(2)","F","3","FALSE REPORT OF CAPTIAL FEL"
"4006","837.055","M","1","FALSE INFORMATION TO LAW OFFICER/INVESTIGATION"
"4007","837.06","M","2","FALSE OFFICIAL STATEMENTS"
"4008","838.015","F","3","BRIBERY/CONSPIRACY TO COMMIT"
"4009","838.015","F","2","BRIBERY/OFFERING/ACCEPTING"
"4010","838.016","F","3","COMPENSATION/UNLAWFUL/CONSPIRACY TO COMMIT"
"4011","838.016(1)","F","3","COMPENSATION/REWARD FOR OFFICIAL BEHAVIOR/ATTEMPT"
"4012","838.016(1)","M","1","COMPENSATION/REW/OFFICIAL BEHAVIOR/ATTEMPT/1999"
"4013","838.016(1)","F","2","COMPENSATION/REWARD FOR OFFICIAL BEHAVIOR/UNLAWFUL"
"4014","838.016(2)","F","2","COMPENSATION/REWARD FOR OFFICIAL BEHAV/INFLUENCE"
"4015","838.021(1)(A)","F","2","PUBLIC SERVANT/INFLUENCE PERFORMANCE/HARM"
"4016","838.021(1)(A)","F","3","PUBLIC SERVANT/INFLUENCE PERFORMANCE/THREAT"
"4017","838.021(1)(B)","F","2","PUBLIC SERVANT/INFLUENCE PERFORMANCE/HARM"
"4018","838.021(1)(B)","F","3","PUBLIC SERVANT/INFLUENCE PERFORMANCE/THREAT"
"4019","838.022","F","3","OFFICIAL MISCONDUCT/PUBLIC SERVANT/10/1/16"
"4020","838.022","F","3","OFFICIAL MISCONDUCT/PUBLIC SERVANT"
"4021","838.022(1)(A)","F","3","OFFICIAL MISCONDUCT"
"4022","838.12","F","3","BRIBERY IN ATHLETIC CONTESTS"
"4023","838.15","F","3","COMMERCIAL BRIBE/RECEIVING"
"4024","838.16","F","3","BRIBERY/COMMERCIAL"
"4025","838.21","F","3","CRIMINAL JUSTICE INFORMATION/DISCLOSE/W/INTENT"
"4026","838.22","F","2","BID TAMPERING/CORRUPT INTENT"
"4027","839.04","M","2","SPECULATE IN COUNTY CERTIFICATES/COUNTY OFFICERS"
"4028","839.05","M","2","SPECULATE IN MUNICIPAL SCRIPT/MUNICIPAL OFFICERS"
"4029","839.06","M","1","DEAL IN WARRANTS/TAX COLLECTORS"
"4030","839.08","M","1","PUBLIC OFFICER/PURCHASE SUPPLIES FROM HIMSELF"
"4031","839.09","M","1","BOARDS/PURCHASE SUPPLIES FROM MEMBERS"
"4032","839.10","M","1","PUBLIC WORK/BID FOR BY OFFICER, BOARD MEMBER"
"4033","839.11","M","1","EXTORTION BY OFFICERS OF THE STATE"
"4034","839.12","M","2","COSTS/OFFICER FAIL TO KEEP RECORDS"
"4035","839.13(1)","M","2","PUBLIC RECORDS/FALSIFY/ATTEMPT"
"4036","839.13(1)","M","1","PUBLIC RECORDS/FALSIFY"
"4037","839.13(2)(A)","F","3","RECORDS/FALSIFY/REMOVE/INDIVIDUAL IN STATE CARE"
"4038","839.13(2)(B)","F","2","RECORDS/ALTER/REMOVE/PERSON/STATE CARE/GREAT HRM"
"4039","839.13(2)(C)","F","3","RECORDS/ALTER/DESTROY/CONCEAL CHILD ABUSE"
"4040","839.14","M","2","WITHHOLD RECORDS FROM SUCCESSOR"
"4041","839.15","M","1","WITHHOLD RECORDS/JUDICIAL OFFICER"
"4042","839.16","M","2","FRAUD OF CLERK IN DRAWING JURY"
"4043","839.17","F","2","MISAPPROPRIATE MONEYS/BY COMMISSIONER TO MAKE SALE"
"4044","839.18","M","2","ACT BEFORE QUALIFICATION/ASSUME TO"
"4045","839.19","M","1","EXECUTE PROCESS GENERALLY/FAILURE TO"
"4046","839.20","M","1","EXECUTE CRIMINAL PROCESS/REFUSAL TO"
"4047","839.21","M","1","PRISONER/REFUSAL TO RECEIVE"
"4048","839.23","M","2","TAKE INSUFFICIENT BAIL"
"4049","839.24","M","2","FAILURE TO PERFORM DUTY REQUIRED OF OFFICER"
"4050","839.25","M","1","OFFICIAL MISCONDUCT/ATTEMPT"
"4051","839.25","M","1","OFFICIAL MISCONDUCT/CONSPIRACY"
"4052","839.25","F","3","OFFICIAL MISCONDUCT"
"4053","839.26","M","1","CONFIDENTIAL INFORMATION/MISUSE OF"
"4054","843.01","F","2","RESISTING OFFICER W/VIOLENCE TO HIS PERSON/FIREARM"
"4055","843.01","F","3","RESISTING OFFICER WITH VIOLENCE TO HIS PERSON"
"4056","843.02","M","1","RESISTING OFFICER WITHOUT VIOLENCE TO HIS PERSON"
"4057","843.021(2)","F","3","HANDCUFF KEY/CONCEALED POSSESSION WHILE IN CUSTODY"
"4058","843.025","F","3","DEPRIVE OFFICER/MEANS OF PROTECTION/COMM/ATT"
"4059","843.025","F","3","DEPRIVE OFFICER OF MEANS OF PROTECTION/COMMUNICTN"
"4060","843.03","M","1","OBSTRUCTION BY DISGUISED PERSON"
"4061","843.04","M","1","REFUSE TO ASSIST PRISON OFFICERS ARREST ESCAPEES"
"4062","843.05","M","2","RESISTING TIMBER AGENT"
"4063","843.06","M","2","NEGLECT OR REFUSAL TO AID PEACE OFFICERS"
"4064","843.08","F","L","FALSELY PERSONATING OFFICER/COMM/FEL/DW/DEATH"
"4065","843.08","F","1","FALSELY PERSONATE OFFICER/COMM OF FEL/INJURY/DEATH"
"4066","843.08","F","2","FALSELY PERSONATE OFFICER/COMMISSION OF FELONY"
"4067","843.08","F","3","FALSELY PERSONATE AN OFFICER"
"4068","843.08","F","1","FALSELY PERSONATING OFF/COMM/FELONY/DWEAPON"
"4069","843.081","M","1","PROHIBITED USE OF CERTAIN LIGHTS"
"4070","843.081(2)","M","1","PROHIBITED USE OF CERTAIN BLUE LIGHTS"
"4071","843.085(1)","M","1","POLICE BADGE, INSIGNIA/UNLAWFUL USE"
"4072","843.085(2)","M","1","POLICE INSIGNIA/UNLAWFUL USE ON MOTOR VEHICLE"
"4073","843.085(3)","M","1","POLICE BADGE, INSIGNIA/SELL"
"4074","843.0855(3)","F","3","LEGAL PROCESS/SIMULATING"
"4075","843.0855(4)","F","3","INFLUENCE INTIMIDATE HINDER LEO DUTIES"
"4076","843.09","F","2","ESCAPE THROUGH VOLUNTARY ACTION OF OFFICER"
"4077","843.10","M","1","ESCAPE BY NEGLIGENCE OF OFFICER"
"4078","843.11","F","2","ESCAPE/CONVEY TOOLS INTO JAIL TO AID"
"4079","843.11","M","1","ESCAPE/CONVEY TOOLS INTO JAIL TO AID"
"4080","843.12","F","3","ESCAPE/AIDING"
"4081","843.13","M","2","ESCAPE/AIDING INMATES OF STATE TRAINING SCHOOLS"
"4082","843.14","F","3","COMPOUNDING FELONY"
"4083","843.14","M","1","COMPOUNDING FELONY"
"4084","843.15","F","3","FAILURE OF DEFENDANT TO APPEAR"
"4085","843.15(1)(A)","F","3","FORFEIT BOND/DEFENDANT RELEASED ON FELONY"
"4086","843.15(1)(B)","M","1","FORFEIT BOND/DEFENDANT RELEASED ON MISDEMEANOR"
"4087","843.16","M","2","INSTALL RADIO EQUIPMENT USING POLICE FREQUENCY"
"4088","843.16(1)","M","1","INSTALL RADIO EQUIPMENT USING POLICE FREQUENCY"
"4089","843.165","M","1","POLICE RADIO FREQUENCY/UNAUTH TRANSMISSION ON"
"4090","843.167(1)","M","1","UNLAWFUL USE/POLICE COMMUN/INTERCEPT/POLICE RADIO"
